ИД;Количество комнат;Тип;Адрес;Площадь, м2;Жилая площадь, м2;Площадь кухни, м2;Планировка;Этаж;Дом;Год постройки;Год сдачи;Аварийность;Подъезды;Отопление;Газ;Перекрытия;Отделка;Парковка;Цена;Рыночная цена;Телефоны;Описание;Ремонт;Площадь комнат, м2;Балкон;Окна;Санузел;Есть телефон;Название ЖК;Серия дома;Высота потолков, м;Лифт;Мусоропровод;Ссылка на объявление
249825719;;Вторичка;Севастополь, р-н Нахимовский, мкр. Кача, ул. Авиаторов, 34На карте;52,7 м;28,3 м;8,8 м;;5 из 5;Монолитный;2001;;Нет;5;Центральное;Центральное;Железобетонные;;;4 500 000 ;4 340 000 ;+7 978 983-75-57;Предлагаю Вашему вниманию 2-х кв. улучшенной планировки на побережье Черного моря! До пляжа 15 минут пешком! Вам будет доступна вся инфраструктура города! Кача - это излюбленное место отдыха гостей и жителей Севастополя! Над теплой и светлой квартирой технический этаж. Просторная прихожая 10,6 м кв. Комнаты раздельные 12,2 и 16.1 м кв. Раздельный с/у. Кухня площадью 8,8 м кв. с выходом на лоджию, которая оборудована зоной отдыха.Квартира после косметического ремонта, стеклопакеты, в том числе и на лоджии, деревянные межкомнатные двери.Квартира газифицирована! Тихий двор с детской и спортивной площадками. С парковкой проблем нет!Вся техника и мебель остается в квартире.Возможно использование ипотеки и мат. капитала.Звоните! Отвечу на все вопросы. Лот 54142;;;;;;;;;2,55 м;;;https://sevastopol.cian.ru/sale/flat/249825719/
236372017;;Вторичка Апартаменты;Севастополь, р-н Гагаринский, ул. Парковая, 7На карте;117,6 м;;;;7 из 10;Монолитный;2019;;;;;;;;Наземная;18 300 000 ;22 200 000 ;+7 965 236-10-49;"Видовой апартамент(на море). Черновая отделка. Прямая продажа от собственника. Апартаменты в курортнoм комплeксe Аквaмаpин нa бeрeгу Чepнoгo моря в новоcтpоe AквaDeLuxе - oформлeн в cобствeннoсть. 
Куpopтный кoмплeкc Aквaмaрин не имеeт aналогов нa теppитоpии Кpыма, paспoлoжен нa пeрвoй береговой линии в Гагаринском районе Севастополя, совмещает апартаменты Премиум-класса и обслуживание пятизвездочного отеля. В комплекс входят: рестораны, аквапарк, бассейны, банный комплекс, спа-центр, собственный пляж, детские площадки, красивый парк с уютными беседками, теннисные корты, спортивные площадки и т.д.
Собственники могут пользоваться инфраструктурой отеля, а также скидочными картами на все услуги комплекса. Апартаменты прекрасно сдаются в течение всего года (от 7000 руб.в сутки октябрь-апрель и до 20 000 руб. в сутки май-сентябрь).
Предлагаемые апартаменты общей площадью 117 кв.м (высота потолков  3 м) расположены на 7 этаже. 2 большие террасы. Апартаменты продаются с отделкой от застройщика(разведены коммуникации, электрика), произведена штукатурка. Апартамент готов к косметическому ремонту. Тип дома монолитно-ригельный, с заполнением стен из газоблока, окна  металлопластик, отопление - от домовой котельной, счетчики, телевидение, интернет.
Не упустите уникальную возможность приобрести высокодоходный объект недвижимости. На территории комплекса есть множество агентов и управляющих, готовых обслуживать апартамент (сдавать в аренду, убирать, стирать и пр.)";Без ремонта;;1 балкон;;;;;;3 м;4 пасс.;;https://sevastopol.cian.ru/sale/flat/236372017/
243455441;;Вторичка;Севастополь, р-н Гагаринский, ул. Братьев Манганари, 22На карте;50 м;21 м;11 м;;10 из 10;Панельный;;;;;;;;;;4 400 000 ; ;+7 978 102-49-40;"Продам 1-комнатную квартиру в Жилом Комплексе ""Porto Franco"". Единственная крупногабаритная квартира на продаже в комплексе!

Находится в 4 корпусе на 10 этаже 10-этажного дома.

Сдача комплекса октябрь 2020 год

Квартира крупногабаритная , светлая, теплая (на солнечной стороне).



Общая площадь  45м, жилая площадь  20.1м, высота потолка - 2.55,

Комната 20.1м.

Кухня  10.7м. Санузел совмещен 4 м. 



Установлено автономное газовое отопление, что позволит значительно экономить на коммунальных услугах. 



Лоджия застеклена, в перспективе можно утеплить и сделать полноценную комнату 8 кв.м, либо же объединить с комнатой.

Очень удобное расположение дома: тихий закрытый двор и парковка под видеонаблюдением. Вход в дом оснащен пандусом. 



В шаговой доступности все необходимые для комфортной жизни объекты инфраструктуры: школа, детсад, остановка прям у комплекса, рынок 10 минутах ходьбы, магазины, поликлиника, аптеки, банки, тренажерный зал, стадион, кафе, рестораны, парк. 



Казачка - тихий, перспективно развивающийся спальный район у моря!

Выгодное предложение как для себя, так и под инвестицию. 



Документы готовы к продаже. 



Профессиональная консультация и сопровождение от звонка, до получения ключей от новой квартиры. Звоните, и мы с удовольствием пригласим вас на показ!";Без ремонта;;1 лоджия;Во двор;1 совмещенный;;;;;Есть грузовой;;https://sevastopol.cian.ru/sale/flat/243455441/
244812514;;Вторичка;Севастополь, р-н Нахимовский, мкр. Кача, ул. Авиаторов, 19На карте;29,5 м;17,2 м;;;1 из 5;Блочный;1968;;Нет;4;Центральное;;Железобетонные;;;3 000 000 ;2 090 000 ;+7 978 114-97-72;"От собственника продается отличная однокомнатная квартира, на первом (высоком) этаже. Возможна ипотека.

Квартира без мебели, ремонт средний.

Море в шаговой доступности 5-7 минут пешком. Красивая набережная Наш Парус и чистый пляж.

Окна выходят на парк, за окном тихо и красиво.

Магазины, школа, садик, детские площадки, МФЦ, остановка общественного транспорта все возле дома.

Прямая продажа от собственника, без дополнительных и скрытых платежей.

Звоните, обо всем договоримся";Косметический;;;;;;;;;;;https://sevastopol.cian.ru/sale/flat/244812514/
249363290;;Вторичка;Севастополь, р-н Гагаринский, мкр. Омега, ул. Челнокова, 17к1На карте;48 м;18,1 м;14,1 м;;4 из 5;;;;;;;;;;;5 780 000 ; ;+7 978 102-49-40;"Продается отличная 1к квартира в самом красивом комплексе Севастополя ЖК Олимпия. Hовый и Eдинственный жилой комплeкс премиум клacса в Cевacтoпoле. Oxpаняемая тeрритоpия. 5-ти этaжный дом - лифт. Своя огромная парковка, у подъезда можно парковаться без проблем. Своя спорт площадка: тренажёры, баскетбол, теннис. Уголок с мангалом на открытом воздухе. На территории ЖК зоны отдыха с качелями и фонтаном и т.д. В 300-тах метрах новый, современный пляж. Всё в шаговой доступности: продвинутая и новая ""Инженерная школа"", новые детские сады, магазины.  У квартиры отличная планировка: широкая комната, можно разделить на зону спальни и гостиной, большая кухня с панорамными окнами и французским балконом. Есть место для гардеробной 3м2, большой санузел. Звоните. Оперативный показ!";Без ремонта;;1 лоджия;На улицу;1 совмещенный;;;;;;;https://sevastopol.cian.ru/sale/flat/249363290/
198792726;;Вторичка;Севастополь, р-н Гагаринский, мкр. Стрелецкая, ул. Волнистая, 2На карте;86 м;;;;3 из 3;;;;;;;;;;;7 500 000 ; ;+7 978 817-32-67;"Продаётся квартира в жилом комплексе Волна на улице Волнистая. 
Жилой комплекс выполнен из современных экологически чистых материалов. 
Квартира 86,6 метров свободной планировки. 
Приобретая квартиру вы получаете в своё личное распоряжение целый этаж.
 Тип дома  монолит железобетон: из цельного бетона с гранитным щебнем.
 Стены - ракушечный камень, что обеспечивает сохранение тепла зимой и охлаждает помещение летом.
Высота потолков - 3.2 метра
 Материал крыши  натуральная черепица.
 Отделка дома - натуральный дагестанский камень, обеспечивает прекрасную шумо и тепло изоляцию.
 Остекление - виражное энергоэффективное, Rehau. Панорамные окна создают впечатляющий вид.
 Коммуникации городские: свет, вода, газ, канализация.
Рядом вся необходимая инфраструктура. 
Имеется вся необходимая разрешительная документация. 
ЖК Волна - это 
Премиальное расположение
Престижный развивающийся район Севастополя
Лучший городской пляж в шаговой доступности
Яхт-клуб
Живописный панорамный вид
Удобная развязка транспортного движения. Инстаграм @uverennost_";Косметический;;1 балкон;Во двор;1 совмещенный;;;;;;;https://sevastopol.cian.ru/sale/flat/198792726/
217111469;;Вторичка;Севастополь, р-н Ленинский, ул. Урусова, 4На карте;110 м;;;;1 из 3;Монолитно кирпичный;;;;;;;;;Наземная;7 500 000 ; ;+7 978 811-73-74;"Прекрасный дом на Урусова 2! Продаётся двухэтажный дом 83 кв.м в жилом комплексе Зелёный квартал на ул. Урусова. 
В стоимость входит предчистовая отделка,
газовый котел. 
Стены- крымский ракушечник. 
Все городские коммуникации: вода, канализация, электричество, газ. 
Закрытая охраняемая территория с видеонаблюдением площадью 2.2 Га и круглосуточным освещением. 
Зона отдыха для жильцов и озеленение. Садовый уход, уборка и поддержание территории- в вашем распоряжении целый охраняемый парк, где вы с радостью можете провести семейный досуг подальше от городской суеты, но, в то же время, рядом со всей необходимой инфраструктурой. 
Жилой комплекс находится на расстоянии 5 км от центра Севастополя
Удобная транспортная развязка, а также в шаговой доступности школы, детские сады, продуктовый рынок, торгово- развлекательный центр Sea Mall, больничный комплекс. 
Рядом находится заповедник Максимова Дача
Все документы РФ. 
Агенствам просьба не беспокоить.";Без ремонта;;1 балкон;На улицу;1 совмещенный;;;;;;;https://sevastopol.cian.ru/sale/flat/217111469/
249978135;;Вторичка;Севастополь, р-н Гагаринский, просп. Столетовский, 27На карте;35 м;19 м;9 м;;6 из 10;;;;;;;;;;;6 400 000 ; ;+7 978 102-49-40;В продаже дизайнерская 1к квартира. Выполнены современные решения, мебелирована и оснащена всей необходимой техникой. Расположена в удобном районе с транспортной развязкой в любой конец города и развитой инфраструктурой. Школы, детские сады, больница, поликлиника, аптеки, кафе, торговые центры в шаговой доступности. Вид на море из окна, шикарные закаты. Дом новый 2019 года постройки, красивый широкий подъезд. Автономное отопление (АГВ), панорамные стеклопакеты на балконе. Большие окна ,много света. Современная техника, интернет, телевидение - всё подключено.  Ремонту меньше года. Право собственности. Звоните!;Дизайнерский;;1 балкон;Во двор;1 совмещенный;;;;;;;https://sevastopol.cian.ru/sale/flat/249978135/
250038398;;Вторичка;Севастополь, р-н Нахимовский, ул. Горпищенко, 104ГНа карте;43,2 м;18,6 м;12,6 м;;7 из 10;;;;;;;;;;Наземная;4 900 000 ;2 990 000 ;+7 978 102-49-40;"В продаже 1к Квартира с видом на море в СДАННОМ ДОМЕ, продажа по договору купли-продажи!
Отличная однокомнатная квартира 43.2 м2, с правильной планировкой !
Планировка:
Гостиная с большими окнами 19 м2, просторная кухня 12.62 м2, балкон 2.58 м2, большой совмещенный с/у 4.87 м2 и прихожая с местом под гардеробную.
В квартире:
- АГВ (двухконтурный газовый котёл)
- радиаторы отопления
- стяжка пола
- стеклопакеты
- счетчики газа, воды, электричества.
В доме:
- Бесшумный лифт
- Утепленный фасад
- На площадке в подъезде всего 5 квартир
На территории комплекса расположены:
Детские площадки, большая парковочная зона, социально-бытовые объекты.";Без ремонта;;1 балкон;Во двор;1 совмещенный;;;;2,7 м;Есть грузовой;;https://sevastopol.cian.ru/sale/flat/250038398/
249385262;;Вторичка;Севастополь, р-н Нахимовский, мкр. Победа, ул. Генерала Мельника, 11А/2На карте;62 м;28,7 м;13,1 м;Изолированная;6 из 9;Монолитный;;;;;;;;;;6 150 000 ; ;+7 978 102-49-40;Продается отличная 2к квартира в новом сданном доме ЖК Горизонт. Отличный район, детская площадка, большая парковка, спортплощадка, вся инфраструктура в пешей доступности. Удачная планировка квартиры, большая видовая лоджия. Оперативный показ, ключи на руках. Звоните!;Без ремонта;;1 лоджия;На улицу и двор;1 раздельный;;;;2,7 м;Есть грузовой;;https://sevastopol.cian.ru/sale/flat/249385262/
249149545;;Новостройка;Севастополь, р-н Нахимовский, Атмосфера жилой комплексНа карте;77,38 м;42,3 м;13,7 м;;2 из 10;;;3 кв. 2021;;;;;;;;6 732 060 ; ;+7 869 277-72-13;Продается 3-комнатная квартира, в строящемся доме (Секция 8), срок сдачи: III-кв. 2021, общей площадью 77.38 кв.м., на 2 этаже.;;;2 лоджии;;1 раздельный;;;;;;;https://sevastopol.cian.ru/sale/flat/249149545/
240745016;;Вторичка Апартаменты;Севастополь, р-н Гагаринский, мкр. Стрелецкая, ул. Рыбацкий Причал, 6На карте;40 м;;;;4 из 5;Кирпичный;;;;;;;;;;4 100 000 ; ;+7 978 081-40-32;"Продам апартаменты в ""Стрелецкой бухте""Инфраструктура:школа, садик, университет, рынок, больница, транспорт!!!";Евроремонт;;1 лоджия;На улицу и двор;;;;;3,1 м;;;https://sevastopol.cian.ru/sale/flat/240745016/
245533503;;Вторичка;Севастополь, р-н Балаклавский, мкр. Балаклава, ул. Строительная, 15На карте;37 м;25 м;6 м;;3 из 3;Кирпичный;;;;;;;;;;3 300 000 ; ;+7 978 804-27-57;"Продам квартиру в Балаклаве по ул.Строительная, 15. Квартира находится на 3-ем этаже, 3-х этажного дома Сталинской постройки 1957 г.  стены 60 см, перекрытия - железобетонные плиты.  Крыша двухскатная, после ремонта. 

Квартира 37 м2 плюс балкон. По факту две студии после капремонта. Вся мебель и техника остается,  заноси вещи и живи с удовольствием. Вся проводка и коммуникации в квартире поменяны. Все делалось для себя, качественными материалами. 

Отличные соседи. 
В шаговой доступности продуктовые магазины, остановка общественного транспорта.
Квартира продается за наличный расчет.

Идеальный вариант для постоянного проживания и для сдачи в аренду.

Для просмотра и получения дополнительной информации - звоните!";;;;;;;;;;;;https://sevastopol.cian.ru/sale/flat/245533503/
247177690;;Вторичка;Севастополь, р-н Ленинский, ул. Пожарова, 20/1На карте;40 м;26 м;10 м;;9 из 10;Монолитный;2011;;Нет;1;Котел/Квартирное отопление;Центральное;Железобетонные;;;5 500 000 ;4 000 000 ;+7 978 804-27-57;"Светлая уютная квартира расположена на девятом этаже десятиэтажного дома. Общая площадь 40 кв.м. Благодаря перепланировке, был увеличен санузел. Имеется вместительная гардеробная. В квартире выполнен современный дизайнерский ремонт, установлен тёплый пол. Автономное отопление позволит экономить на коммунальных платежах. Есть кондиционер. На входной двери кодовый замок. На просторном балконе оборудовано место для отдыха. Новым хозяевам остается мебель и техника по договоренности. 
Дом 2011 года постройки, расположен в центральной части города. В пешей доступности фитнес клуб ""LifeStyle"", крупный магазин бытовой техники DNS, торговый центр ""Фуршет"", магазин музыкальный инструментов, автошкола, химчистка, салон красоты, аптека, медицинский центр и многое другое. До ближайшего пляжа Карантинная балка 7 минут ходьбы. До заповедника Херсонеса Таврического 15 минут прогулочным шагом, а также к парку имени Анны Ахматовой, пляжам ""Песочный"" и ""Солнечный"". В зоне видимости находится парковка, на которой всегда есть место для личного автомобиля. Во дворе дома находится современная детская площадка, зона отдыха и множество ухоженных цветочных клумб. Остановка в 3х минутах ходьбы от дома. Транспортная развязка в любой район города. 
Квартира будет отличным вариантом для проживания небольшой семьи или выгодным вложением в доходные инвестиции. Звоните и записывайтесь на просмотр! С удовольствием отвечу на все Ваши вопросы.";;;;;;;;;;Есть;;https://sevastopol.cian.ru/sale/flat/247177690/
232569522;;Вторичка;Севастополь, р-н Гагаринский, мкр. 5-й, ул. Комбрига Потапова, 37к4На карте;60,1 м;50,6 м;6,5 м;;6 из 6;Монолитный;;;;;;;;;;6 700 000 ; ;+7 978 804-27-57;"Продам видовую  1-комнатную квартиру свободной планировки на 6-ом этаже 6-ти этажного дома, по адресу ул. Комбрига Потапова 37 корпус 4.

Общая площадь 60.1 м2, с/у совмещен, АГВ. В квартире сделан ""второй свет"" - дополнительный верхний ярус 20 кв.м ( узаконен) , двойная шумоизоляция потолка и стен,  ремонт выполнен из качественных материалов. 

Светлая, уютная квартира с ремонтом , отличный вариант как для проживания, так и под  инвестиции. Свое парковочное место в подарок!
  
В пешей доступности ТЦ МЕТРО, новый детский сад Акварель (3 минуты пешком), школа  57 и 61. Хорошая транспортная развязка во все стороны города: центр - 25 минут, 5 км -15 минут, мыс \""Фиолент\"" - 15 минут, пляж \""Омега и парк \""Победы\"" - 10 минут. Остановка в 15 метрах от дома.
 
Рассматривается наличный расчет, материнский капитал и жилищные сертификаты.

Я с удовольствием отвечу на все Ваши вопросы и покажу Вам эту замечательную квартиру. Звоните!";;;;;;;;;;;;https://sevastopol.cian.ru/sale/flat/232569522/
232569626;;Вторичка;Севастополь, р-н Ленинский, мкр. Остряки, просп. Генерала Острякова, 242к1На карте;83,3 м;50 м;12 м;;3 из 10;Монолитный;2012;;Нет;2;Котел/Квартирное отопление;Центральное;Железобетонные;;;15 600 000 ;9 490 000 ;+7 978 804-27-57;"В продаже трехкомнатная квартира мечты в закрытом жилом комплексе ""Скальса"". 

В квартире сделан отличный ремонт с использованием качественных материалов. Квартира очень светлая, уютная и просторная. Идеально подходит для комфортного проживания большой семьи. 
 
Общая площадь квартиры  83 м2, жилая  50 м2. 
Особенности технического оснащения:
	Автономное Газовое Водоснабжение (АГВ)- двухконтурный газовый котел.
	Тихие инверторные кондиционеры Toshiba  с воздушным плазменным фильтром (все комнаты, кухня)
	Точечное диммируемое освещение по периметру, 2 раздельные линии для разных режимов использования: работы, сна, просмотра телевизора и т.д.
	Ванна с гидромассажем
	Нестандартное техническое оснащение кухонной зоны плюс столостров по индивидуальному дизайну

Жилой комплекс ""Скальса"" находится в одном из самых инфраструктурно развитых районов города. Имеет закрытую, охраняемую территорию с видеонаблюдением. На территории комплекса располагается собственный теннисный корт, спортзал, футбольное поле, детские площадки и зоны отдыха. В шаговой доступности один из крупнейших ТЦ ""Sea mall"", школа, детский сад, лингвистический центр, детский больничный комплекс.

Личное парковочное место под крышей с отдельным въездом  в подарок.

Рассматриваем наличный расчет (в т.ч. сертификаты).

Более подробно обо всех достоинствах данной квартиры расскажу лично заинтересованному покупателю! 

Звоните и эта квартира-мечта может стать вашей!";;;;;;;;;;2 всего;;https://sevastopol.cian.ru/sale/flat/232569626/
245466445;;Вторичка;Севастополь, р-н Гагаринский, ул. Героев Бреста, 116На карте;76,11 м;34,4 м;13 м;;5 из 10;Кирпичный;2010;;Нет;3;Котел/Квартирное отопление;Центральное;Железобетонные;;;10 400 000 ;7 190 000 ;+7 978 804-27-57;"Продам элитную двухкомнатную квартиру в лучшем районе города рядом с морем. В доме с закрытой территорией по адресу ул. Героев Бреста 116.

   Квартира расположена на 5 этаже  10 этажного дома, и  имеет общую площадь 76, 11 м2 и сделана очень грамотная планировка: отдельная спальная комната;  огромная кухня-гостиная.

   В квартире сделан потрясающий ремонт с использованием только дорогих и качественных материалов, который вы сможете оценить только посмотрев ее. Установлена самая современная техника и мебель.  И все это останется вам.

   Я не буду рассказывать о преимуществах закрытой территории и о расположении дома, что в пешей доступности есть несколько пляжей. Вы это, наверняка, и сами знаете.  Эта квартира идеально подчеркнет ваш статус.

В шаговой доступности отличные школы 54, 58,  15, Билингвистическая гимназия. 
Рядом магазины, супермаркет NOVUS, отделения банков.

   Если вы современный человек, если вы хотите проживать в одном из самых перспективных районов города, если вы цените современные решения и для вас важен простор?! Эта квартира для вас!

  
   Не упустите свой шанс стать собственником престижной недвижимости. Звоните! Покупайте!";;;;;;;;;;3 всего;;https://sevastopol.cian.ru/sale/flat/245466445/
232569398;;Вторичка;Севастополь, р-н Гагаринский, мкр. Летчики, ул. Маячная, 13На карте;190 м;102 м;26 м;;10 из 11;Кирпичный;2009;;Нет;2;Котел/Квартирное отопление;Центральное;Железобетонные;;;16 500 000 ;18 160 000 ;+7 978 804-27-57;"Продается крупногабаритная видовая двухуровневая четырехкомнатная квартира на Маячной 13.

Дом сдан в 2010 году . Закрытая территория с  охраняемой парковкой,  в квартире  двухконтурный котел.  Квартира расположена на 10/11 этаже.  

Общая площадь квартиры 190 кв м , жилая 102 кв м . Высота потолков на первом этаже  3.60 м,  на втором 3 м. 
На первом этаже - просторная кухня 26 кв м , две комнаты по 23 кв м и два санузла. 
На втором этаже спальня 32 кв м , комната 23 кв м , комната 26 кв м и санузел. 
В квартире 3 лоджии .  В качестве бонуса на втором этаже есть подсобное помещение. 

Дом расположен в районе с развитой инфраструктурой , удобной транспортной развязкой в любую точку городу.
В Шаговой доступности гимназия 2, Школы 54,58,37, и детские сады 131,15,125, Супермаркеты, магазины и отделения банков.
Рядом парк Победы   самый большой в Крыму  городской парк,  с фонтанами , аллеями развлекательными комплексами . аквапарком Зурбаган. На территории парка благоустроенные пляжи , пятизвездочный отель Аквамарин , рестораны и кафе.

Квартира отлично подойдет для большой семьи которая ценит  простор , комфорт и преимущество жизни  у моря. 

Звоните ! С удовольствием отвечу на все ваши вопросы";;;;;;;;;;2 всего;;https://sevastopol.cian.ru/sale/flat/232569398/
232569272;;Вторичка;Севастополь, р-н Нахимовский, ул. Брянская, 2На карте;45,1 м;28,8 м;5,8 м;;3 из 5;Блочный;1970;;Нет;4;Центральное;Центральное;Железобетонные;;;7 600 000 ;6 900 000 ;+7 978 804-27-57;"Квартира расположена на третьем этаже пяти этажного дома на ул. Брянская, д.2

Общая площадь: 45,1кв.м.
Жилая:28,8кв.м 
Две комнаты:21,1кв.м и 14,8кв.м 
кухня 5,8кв.м, 
Санузел совмещён.

Состояние: 
В квартире сделан дорогой дизайнерский ремонт с использованием качественных материалов.Квартира продаётся со всей мебелью и бытовой техникой.

Чистый, ухоженный подъезд, порядочные соседи. 
В тихом дворе имеются удобная парковка.
 
Дом расположен в очень хорошем районе. Рядом остановки общественного транспорта маршруты, которых позволяют уехать в любой район города. 
Отличный развитой район для проживания.
 
 Рядом есть все необходимое для комфортной жизни: несколько детских садов и школ, магазины , аптеки, спортивный футбольный клуб и многое другое. 

Один собственник. Оформлены российские документы. Форма оплаты только наличный расчёт.

Квартира идеально подойдёт истинным ценителям комфорта и уюта.
  
Прекрасная квартира ждёт именно Вас! 
Звоните и записывайтесь на просмотр!";;;;;;;;;;;;https://sevastopol.cian.ru/sale/flat/232569272/
249970054;;Вторичка;Севастополь, р-н Гагаринский, мкр. Летчики, просп. Октябрьской Революции, 73На карте;29,1 м;16,5 м;6,2 м;;1 из 5;Блочный;1973;;Нет;4;Центральное;Центральное;Железобетонные;;;3 900 000 ;3 100 000 ;+7 978 804-27-57;"Продается однокомнатная квартира на Проспекте Октябрьской Революции 73

Квартира находится в середине дома, на первом высоком этаже. Общая площадь составляет 29.1 кв.м., жилая 16,5 кв.м.  Кухня площадью 6,2 кв.м. В ванной имеется бойлер. В коридоре небольшая кладовая. Квартира находится в жилом состоянии, но требует к себе внимания!

Имеется шикарная инфраструктура. Рядом детский сад 112, школа 23, Колледж Сервиса и Торговли, промышленно-технологический колледж, детская поликлиника, рынок.
Рассматриваем наличный  расчет и ипотеку!

Документы готовы к продаже! Без комиссии для покупателей!
 Звоните мне прямо сейчас!!!";;;;;;;;;;;;https://sevastopol.cian.ru/sale/flat/249970054/
245613444;;Вторичка;Севастополь, р-н Ленинский, ул. Гоголя, 29На карте;53,7 м;39 м;5,6 м;;5 из 5;Блочный;1963;;Нет;4;Центральное;Центральное;Железобетонные;;;6 300 000 ;5 410 000 ;+7 978 804-27-57;"Продается уютная квартира на первой линии в тихом центре г. Севастополя. Квартира расположена на пятом этаже пятиэтажного дома, построенного из инкерманских блоков.Рассмотрим покупателей с гражданской и военной ипотекой, жилищными сертификатами и мат.капиталом.Общая площадь 53,7 кв.м, жилая -39 м, кухня- 5,6 м. Квартира оснащена застекленным балконом, с которого открывается прекрасный вид на зеленые холмы города!Состояние квартиры позволяет Вам заехать и жить с удовольствием! В комнатах ламинат, выполнен современный ремонт комнат, на внутренних оконных блоках установлены стеклопакеты с прекрасной шумоизоляцией от внешнего мира. Санузел порадует Вас своей эргономичностью : установлена ванная, качественная сантехника, а также предусмотрено место для стиральной машины.Дом расположен в районе с очень развитой инфраструктурой. До остановки ""Университет"" 2 минуты, до ""Пл.Ушакова"" 5 минут спокойным шагом. В пешей доступности расположены школа  14 ,детский сад  21 , корпус СЕВГУ, юридический факультет АТИСО. На первом этаже дома расположены продуктовый магазин, круглосуточная аптека, магазины одежды, на расстоянии пары остановок  ТЦ ""Московский"". До центра города Вы сможете добраться на любом общественном транспорте всего за 5-7 минут!";;;;;;;;;;;;https://sevastopol.cian.ru/sale/flat/245613444/
213418651;;Вторичка;Севастополь, р-н Балаклавский, Севастопольская зона ЮБК квартал, 20АНа карте;158,5 м;128 м;30 м;;4 из 9;Монолитный;;;;;;;;;;32 000 000 ; ;+7 978 804-27-57;"Продается трехкомнатная квартира в Бухте Мечты!

Купи себе частицу моря!
Продается просторная трехкомнатная квартира в уникальном комплексе ""Бухта Мечты"" на берегу Черного моря !
Бухта Ласпи считается одной из самых чистых и уютных на южном побережье Крыма. Комплекс находится в окружении реликтовых можжевеловых рощ. Вы наверняка оцените комфорт и уединение, тишину, свежий воздух и самое синее море!
 
На закрытой благоустроенной территории комплекса жители могут бесплатно пользоваться услугами:
- собственного благоустроенного пляжа;
- двумя бассейнами с оборудованными местами для отдыха (лежаки и зонты от солнца);
- SPA -комплекса (русская баня, сауна, хаммам, купель);
- тренажерного зала;
- теннисных кортов;
- детская анимация в летний период.

Квартира расположена на четвертом этаже девятиэтажного дома. Общая площадь 158,5 квадратных метров. Три спальных комнаты, два санузла. Большая кухня-гостиная с панорамными окнами и выходом на открытую террасу с видом на море. Зона кухни оборудована всей необходимой бытовой техникой.
На территории комплекса находится мини-маркет, ресторан, паркинг для автомобилей.

Не откладывайте жизнь у моря на завтра  звоните сегодня ! Апартаменты мечты ждут Вас!";;;;;;;;;;;;https://sevastopol.cian.ru/sale/flat/213418651/
248543591;;Вторичка;Севастополь, р-н Нахимовский, мкр. Горпищенко, ул. Горпищенко, 60На карте;44 м;;;Изолированная;2 из 5;Блочный;1963;;Нет;2;Центральное;Центральное;Железобетонные;;;4 650 000 ;4 170 000 ;+7 978 081-40-32;Продам квартиру в хорошем состоянии!!!Хороший тихий,спокойный район города с развитой инфраструктурой.Школа ,садик,супермаркет,рынок,транспорт в пешей доступности!;Евроремонт;;1 лоджия;Во двор;;;;;;;;https://sevastopol.cian.ru/sale/flat/248543591/
208566845;;Вторичка Апартаменты;Севастополь, р-н Гагаринский, ул. Адмирала Фадеева, 18На карте;54 м;;;;1 из 6;;2021;;Нет;;;;;;Наземная;3 200 000 ;2 960 000 ;+7 978 081-40-32;Продам апартаменты в Стрелке Гвгиринский район с развитой инфраструктурой:школа, супермаркет, садик, транспорт, рынок Юмашевский.;Без ремонта;;1 балкон;На улицу;;;;;3,1 м;;;https://sevastopol.cian.ru/sale/flat/208566845/
249058188;;Вторичка;Севастополь, р-н Нахимовский, мкр. Горпищенко, ул. Муромская, 82На карте;67 м;41 м;9 м;;3 из 5;Блочный;1979;;Нет;4;Центральное;Центральное;Железобетонные;;Открытая;5 799 000 ;5 570 000 ;+7 978 207-31-33;"Объект 295912. 

Продаётся светлая и просторная 3-х комнатная квартира чешской планировки.
Расположена в развитом районе по улице Муромская. 
Квартира находится на 3 этаже 5-этажного дома.

Комфортная планировка квартиры общей площадью 67 кВ.м. Жилая площадь составляет 41 кВ.м: комнаты 18, 10 и 14 кВ.м. Кухня (8,6 кв.м) с выходом на застеклённую лоджию, с видом во двор. Раздельный санузел. Большой коридор 8,3 кВ.м. 

В квартире выполнен отличный ремонт и полностью готова к заселению. Есть возможность за счёт двух застекленных  лоджий увеличить комнаты. Отопление центральное, есть бойлер. 

Район с отличной инфраструктурой. Рядом находится детский сад 91, в нескольких остановках общеобразовательная школа 41. В шаговой доступности ближайшие магазины и остановка общественного транспорта. До центра города 15 минут.

Оперативно покажем квартиру. Звоните!";Косметический;;1 балкон, 1 лоджия;;1 раздельный;;;;;;;https://sevastopol.cian.ru/sale/flat/249058188/
