название;ссылка;цена;адрес;описание
2-комн. кв., 60 м, 9/12 этаж;https://krym.cian.ru/sale/flat/247281097/;5 800 000 ;Республика КрымАлушта городской округПартенит пгтулица Солнечная14;Продам видовую двухкомнатную квартиру в центре Партенита, расположенную на 9 этаже 12-этажного дома. Квартира очень выгодно расположена: по ровной дороге, кипарисовой алее - всего 7-10 минут пешком. Рядом супермаркет Яблоко, рынок, автобусная остановка, овощные палатки, парикмахерские, цветочный магазин. Квартира в жилом состоянии с уникальным видом на море и легендарную Медведь-гору (Аю-Даг). Быстрый выход на сделку. Документы РФ. Стоимость - 5 миллионов 800 тысяч рублей.
1-комн. кв., 25,8 м, 1/4 этаж;https://krym.cian.ru/sale/flat/225323442/;2 300 000 ;Республика КрымЯлтаулица Строителей1;"Продаётся ,  квартира в районе (акво парка Атлантида ) .
В квартире сделан ремонт..Общая площадь 25 кв м.
1й этаж четырёхэтажного дома. Санузел свой в коридоре под ключ для этой семьи, в отличном состоянии. Бойлер,отопление центральное.У квартире имеется небольшой дворик.В районе  хорошо развита инфраструктура:   магазины, школы,садик,остановки общественного транспорта.Буквально в нескольких минутах ходьбы, находится замечательный   Приморский парк со своими комфортабельными пляжами,   до набережной 10 минут прогулочным шагом.  Напротив дома детская площадка.
 ПОД ИПОТЕКУ НЕ ПОДХОДИТ!!!!!!"
2-комн. кв., 35 м, 2/5 этаж;https://krym.cian.ru/sale/flat/234629117/;2 400 000 ;Республика КрымЯлта городской округГаспра пгтулица Маратовская;пгт.Гаспра, Маратовская 20. 2 ккв (1ккв с пристройкой) 2/5, ОП 35 м2. Панорамные окна, тёплые полы, кондиционер, бойлер, вид на море и горы. Парковая зона в шаговой доступности, вся инфраструктура рядом, канатная дорога на море 50 метров от дома. Есть своя парковка для авто, возможность сделать отдельный вход (не через подъезд). Ипотеку не рассматриваем.
1-комн. кв., 33 м, 1/3 этаж;https://krym.cian.ru/sale/flat/240405740/;2 100 000 ;Республика КрымЯлта городской округАлупкапереулок Севастопольский;Продам квартиру в Алупке (Ялта)32 метра, красивый ремонт,большая терраса 80 метров на три семьи, вид на гору Кошка
1-комн. кв., 16,8 м, 2/4 этаж;https://krym.cian.ru/sale/flat/249067287/;1 900 000 ;Республика КрымЯлтаулица Богдановича8;"Продаётся квартира г. Ялта ул. Богдановича.
Квартира находится в тихом и зелёном районе, рядом остановка общественного транспорта, аптека, магазины, детская площадка. Площадь квартиры 16.8 кв. м., недавно выполнен хороший ремонт, расположена на южную сторону, вид на горы и город, личный санузел с душевой находится рядом с комнатой."
3-комн. кв., 50 м, 1/5 этаж;https://krym.cian.ru/sale/flat/242587289/;2 850 000 ;Республика КрымЯлтаулица Мисхорская1А;Тршка с отдельным входом. Высокие потолки. С/у раздельный (душ) . Центральное отопление (бесплатное). Горячая вода - бойлер. Электроплита. Интернет, кабельное ТВ. Две комнаты изолированные, зал проходной, кухня большая. Рядом школа, детский сад. Удобный выезд на трассу. До центра 10 мин пешком. Цоколь. По документам коммерческое помещение, но давно используется, как жилое. Продажа в связи с расширением. Трое детей! Хотим свою спальню! Торг.
1-комн. кв., 18 м, 4/4 этаж;https://krym.cian.ru/sale/flat/240533073/;2 100 000 ;Республика КрымЯлта городской округМассандра пгтулица Винодела Егорова18;СРОЧНО Продаётся 1-комнатная студия с панорамным видом на Ялту и гору Ай-Петри. Очень удобное месторасположение, маршрут 109 останавливается возле дома, 2 минуты до остановки Дружбы и винзавода Массандра. Комната светлая, тёплая, в середине дома, отопление центральное. В комнате вода холодная и горячая (бойлер). Туалет и душ на этаже собственный, с ремонтом. Есть тех помещение для стиральной машинки, коммуникации подведены. Водомер и счетчик заменены. Один собственник. Продаётся с мебелью. Есть собственное парковочное место.
1-комн. кв., 23 м, 2/4 этаж;https://krym.cian.ru/sale/flat/245135784/;2 195 000 ;Республика КрымЯлтаулица Дзержинского16;Милая, уютная однокомнатная квартира в центре Ялты. Светлая комната. Роскошный платан под окном создает тень летом, вид на море. Дом из природного инкерманского камня. Центральное отопление. Комната 16,2 кв. м. Ванная комната и туалет в коридоре напротив. Пешком до набережной по ровной местности по ул. Московская 10 мин. В шаговой доступности овощной и вещевой рынки, автовокзал, школа 10. Все магазины и услуги центральной части города. Чистый подъезд, доброжелательные соседи. Есть подробное видео. Торг. Идеальный вариант недорогого собственного уголка в городе счастья!
Студия, 18 м, 2/2 этаж;https://krym.cian.ru/sale/flat/224220538/;2 400 000 ;Республика КрымЯлтаулица Поликуровская5;В ЦЕНТРЕ ЯЛТЫ ВОЗЛЕ МОРЯ Продаётся квартира с пропиской, 18 кв.м, севроремонтом+летняя кухня с удобствами (как отдельное помещение с водой, канализацией,светом , газом, с отдельным входом и окнами.) есть также душ и туалет. Состояние в комнате уже в  евроремонт,кухня и санузел также в евроремонте.До моря 2 мин в купальниках.С веранды открывается шикарный вид на море. Рядом магазины и набережная.стоянка наземная 10метров от двора Спешите пока не подорожало.Вы можете уже этим летом отдохнуть в уже этой своей квартире.Прописка есть.
1-комн. кв., 22 м, 1/5 этаж;https://krym.cian.ru/sale/flat/234151621/;2 550 000 ;Республика КрымЯлтаулица Найденова31;Продаю квартиру в центре Ялты, с ремонтом и мебелью, документы РФ.
1-комн. кв., 30 м, 2/2 этаж;https://krym.cian.ru/sale/flat/243997564/;2 750 000 ;Республика КрымЯлтапереулок Ступенчатый3;Продам 1 квартиру расположена в двух этажном жилом доме, в частном секторе, квартира продается с мебелью и бытовой техникой. Рядом магазины, остановка, детская площадка. Окна выходят во двор.  Общая площадь квартиры 30 м2.
1-комн. кв., 16 м, 2/4 этаж;https://krym.cian.ru/sale/flat/237213911/;2 200 000 ;Республика КрымЯлтаулица Дзержинского16;Продам небольшую студию на Дзержинского.  Находится на 2 линии от центра. Сан узлом кроме этой квартиры больше никто не пользуется! Интернет, встроенная техника, вид на зелень и море. Удачное географическое положение! Рядом абсолютно всё: рынок, автовокзал, магазины итд.  Хорошее место для сдачи в аренду и постоянного места жительства!
1-комн. кв., 15 м, 3/4 этаж;https://krym.cian.ru/sale/flat/240067234/;1 800 000 ;Республика КрымЯлта городской округГурзуф пгтулица Соловьева18;Продажа квартиры в хорошем месте, инфраструктура в шаговой доступности.
2-комн. кв., 48,8 м, 3/5 этаж;https://krym.cian.ru/sale/flat/201116914/;3 000 000 ;Республика КрымЯлта городской округГаспра пгтулица Горького1;"Уважаемые сотрудники агентств недвижимости!!! Читайте внимательно объявление, чтобы вам не рассказывать по телефону все что написано в объявлении! Звоните, только если у вас есть реальный покупатель!          Продам 2-х комнатную квартиру в Гаспре, расположенную на 3/5 этажного дома, по улице Горького. 2-х комнатная квартира в Гаспре в обычном жилом состоянии, спецпроект, построен в 1992 году, общей площадью 46.6 кв.м., все удобства, бойлер. Раздельный санузел, кухня с электроплитой. Есть балкон.  Красивый вид на Черное море и гору Ай-Петри. В квартире электрическая плита, в доме центральное отопление. Дом расположен в самом центре поселка, вся инфраструктура в шаговой доступности. Остановки в 50 метрах, так же в радиусе 100 метров продуктовые и пром .магазины, детская поликлиника и детский сад, аптеки, во дворе новая детская площадка, и достаточно парковочных мест для авто. До моря расстояние 1,5 км, до него можно добраться 3-мя способами: спустившись пешей прогулкой через парк санатория Ясная поляна за 20-25 минут. На подвесной канатной дороге санатория Ясная поляна, центральный вход которого расположен на расстоянии чуть более  150 метров от дома, которая спускается прямиком на пляж. Или на автобусе, который курсирует по поселку вкруговую (33-а). Пляжи чистые, оборудованные теневой зоной с шезлонгами, усыпаны мелкой галькой. За дополнительную демократическую плату можно воспользоваться широким спектром лечебно-оздоровительных услуг санаториев Днепр, Родина, Дюльбер и др. Санатории оборудованы лифтами, спускающимися на пляжи, бассейнами с морской водой, диагностическими медицинскими центрами, салонами красоты. Квартира в экологически чистом пригороде Ялте, сосновый лес Царская тропа, реликтовые сосны, чистейший горный воздух. Данный район рекомендован для людей, страдающих бронхолегочными и аллергическими заболеваниями. спецпроект, построен в 1992 году, общей площадью 46.6 кв.м., все удобства, бойлер. Раздельный санузел, кухня с электроплитой. Есть балкон. Прописан 1 человек, двое собственников в равных долях. Меняем на два разных жилья, одно предпочтительно в Севастополе. Нужен ремонт. Российские документы готовы, кадастровый паспорт есть. Возможна продажа как всей квартиры, так и доли в квартире. 
комнаты 15/17, кухня 7 кв.м. Просто посмотреть не звонить."
2-комн. кв., 42 м, 3/4 этаж;https://krym.cian.ru/sale/flat/243358385/;3 100 000 ;Республика КрымАлушта городской округПартенит пгтшоссе Фрунзенское7;"Квартира находится в живописном городке Партенит, на южном берегу Крыма, у подножья Крымских гор, прямо в низине горы Аю Даг, на обратной стороне которой расположился известный международный лагерь Артек. В городе есть 3 санатория, один из которых санаторий ""Айвазовское"", а два других - ""Крым"" и ""Карасан"". От квартиры до моря - 15-20 мин. ходьбы, в зависимости от места, куда вы захотите попасть. Сама квартира на 3 этаже 4-х этажного блочного дома, из двух комнат, каждая из которых оформлены в отдельную жилплощадь. Одна комната 16,7 м', вторая 10,8 м'. Лоджия-кухня 6 м', прихожая 3 м',
туалет и ванная раздельные - 2 и 2,2 мм' соответственно. Из окна вид на горы, и кипарисы, очень тихий район, рядом с детским садиком и магазинами."
1-комн. кв., 34 м, 4/5 этаж;https://krym.cian.ru/sale/flat/224218293/;3 600 000 ;Республика КрымЯлтаулица Грибоедова5;Продаётся 1-комнатная квартира,недалеко от центра города,до моря 10 минут,до набережной10мин,рядом куча магазинов,есть парковка,удобная развязка,тихий район,рядом остановка,квартира пустая,с небольшим набором мебели и техники, чтобы начать жить в этой квартире,нужна только мебель.
1-комн. апарт., 16,5 м, 5/7 этаж;https://krym.cian.ru/sale/flat/245324607/;2 600 000 ;Республика КрымЯлта городской округГаспра пгтшоссе Алупкинское;"Я  собственник.  Продаю 1  комнатные  апартаменты в ЖК ДУЭТ в пос. Гаспра, в 10 км от Ялты общей площадью 16,5 кв.м., на 5 этаже 8 этажного здания. Есть балкон площадью  2 кв.м.
        Алупкинское шоссе, дом 58-Д. Дом сдан в 2016 году.  Документы готовы к сделке.
      В доме имеется  лифт, просторный холл. ЖК Дуэт"" расположен в уютном тихом районе, в 3 минутах ходьбы от набережной и оборудованного благоустроенного  пляжа.  В 2 минутах ходьбы расположен овощной рынок, кафе, столовые, различные магазины  и остановки общественного транспорта. Хорошая инфраструктура района. Рядом находится главный вход в парк-отель МАРАТ. 
       В 15 минутах от дома расположен исторический памятник Крыма  Ласточкино гнездо.
 В 10 мин. езды Воронцовский и Ливадийский дворцы, а также их знаменитые парки и пляжи.

Благоустроенный двор, где имеется несколько мест отдыха, детская площадка, стоянка для автомобилей и летнее кафе.
Здание ЖК Дуэт и закрытый двор находятся под круглосуточной охраной.
Апартаменты продаю со всей строенной мебелью и бытовой техникой (кондиционер, телевизор, холодильник, стиральная машина).
В холодное время апартаменты отапливаются системой Теплые полы и кондиционером.
В принципе продаю готовый гостиничный бизнес. Место в Гаспре хорошо раскручено и многим известно. Апартаменты хорошо сдаются круглый год. Летом доход составляет до 2000 рублей в сутки, а в  июле и августе до 3000 рублей в сутки.
Продаю в связи с переездом в другую местность."
2-комн. кв., 35,2 м, 1/2 этаж;https://krym.cian.ru/sale/flat/234922019/;2 750 000 ;Республика КрымЯлтапереулок Музейный5;Продается квартира полностью под ремонт. Район тихий, зеленый, с развитой инфраструктурой, без горок. До моря 15 мин. пешком по Пионерскому парку. Есть возможность увеличения площади. Все вопросы по телефону.
1-комн. апарт., 24 м, 1/5 этаж;https://krym.cian.ru/sale/flat/246832387/;2 500 000 ;Республика КрымЯлта городской округМассандра пгтулица Туристская;"Квартира в Ялте в Массандре на ул. Туристская. Расположена в цокольном этаже 5 этажного дома. Имеет отдельный вход с улицы и все удобства внутри. Общая площадь составляет 24 м2, жилая - 12 м2, кухня - 6 м2, большой санузел - 6 м2. Отопление от электроприборов. Квартира  в хорошем жилом состоянии, пользуется спросом у квартирантов. Дом имеет огороженную придомовую территорию, в цокольном этаже парковка авто. Вокруг парковая зона. Рядом остановка общественного транспорта, магазин, санаторий ""Донбасс"". Через парт до санатория ""Интурист"" 15 минут ходьбы. До Ялты на авто 10 минут езды."
1-комн. кв., 35 м, 1/3 этаж;https://krym.cian.ru/sale/flat/244214330/;2 900 000 ;Республика КрымЯлтаулица Пироговская14;Продам трехэтажное строение общей площадью 35 кв.м. ( 1й этаж прихожая и санузел, 2й этаж кухня, 3й этаж комната). Все коммуникации, автономное отопление(газовый котел), кондиционер, теплый пол, спутниковое ТВ, интернет. Документы РФ(выписка из ЕГРН) кадастровый номер. Зарегистрировано как нежилые помещения. Земли нет, находится в общем дворе. Не на гараже, новое строение от фундамента до кровли. Возможен торг.
2-комн. кв., 42 м, 3/3 этаж;https://krym.cian.ru/sale/flat/235958224/;3 200 000 ;Республика КрымЯлтаулица Григорьева48А;Продаю видовую евродвушку  в новом малоквартирном доме. Отличное соотношение цена-качество. Ремонт бюджетный, но чистый, новый, квартира очень светлая, с высокими потолками о большими окнами. Нюансы с оформлением дома в переходный период лишили возможности продать по ипотеке, так что только живые деньги. Реальному покупателю торг.
2-комн. кв., 30 м, 2/2 этаж;https://krym.cian.ru/sale/flat/248317766/;1 700 000 ;Республика КрымЯлта городской округАлупкаулица Калинина2;Небольшая двухкомнатная квартира в центре Алупки, вид на море. Кухня, ванная и туалет расположены в отдельно стоящем помещении во дворе. Срочная продажа, торг уместен.
1-комн. кв., 30 м, 2/5 этаж;https://krym.cian.ru/sale/flat/244791388/;2 400 000 ;Республика КрымЯлта городской округГаспра пгтулица 40 лет Октября3;Продам квартиру в доме палубного типа, состояние жилое, вид на море, документы РФ.
1-комн. кв., 35 м, 4/4 этаж;https://krym.cian.ru/sale/flat/248603605/;2 900 000 ;Республика КрымЯлта городской округОреанда пгт45;Городской округ Ялта, пгт Ореанда, дом 45. Однокомнатная квартира, 35 кв.м., на 4-м этаже, 4-х этажного, монолитно-кирпичного дома 1988 года постройки. Отопления нет, есть кондиционер и электроконвекторы, дом газифицирован, вода постоянно, без графиков. Состояние жилое, оконные рамы из дерева. Есть где оставить автомобиль, есть детская площадка, есть выход в горы и лес /за домом/. До пляжа Курпаты минут 25 пешком, до пляжа Ливадии по Солнечной тропе минут 30 пешком. Школьный автобус напротив дома останавливается, два раза в неделю во дворе продуктовая ярмарка, все необходимые продукты там есть, в магазины не ходим. До Спартака и автовокзала четыре маршрутки, время в пути 15-25 минут. Мы рассматриваем вариант обмена на квартиру в г.о. Ялта, большей площадью и с нашей доплатой до 400 000 тыс.руб., с близостью к школе и морю. Другие районы Крыма не рассматриваем. О возможных предложениях пишите /ТОЛЬКО ОБМЕН/.
Студия, 12 м, 1/1 этаж;https://krym.cian.ru/sale/flat/243605828/;2 100 000 ;Республика КрымЯлтаулица Дзержинского29;Продаётся небольшая студия с новым ремонтом, мебелью и техникой. Сделан капитальный ремонт: тепло-шумоизоляция стен и потолка, новые электрика, сан коммуникации, окна ПВХ, теплый пол. На втором ярусе оборудовано спальное место и большой комод. Бытовая техника (телевизор, холодильник, стиральная машина, микроволновая печь, электроплита, электрочайник, вытяжка, кондиционер) куплена весной этого года. Студия имеет отдельный вход со двора. Остановки общественного транспорта, автовокзал в шаговой доступности.
1-комн. кв., 44 м, 9/14 этаж;https://krym.cian.ru/sale/flat/229738764/;3 500 000 ;Республика КрымЯлтаулица Сеченова21/31к2;1 комнатная квартира в Ялте,  расположенная на 9 этаже 14 этажного дома в жилом комплексе из 6 корпусов со своей огороженной территорией в районе Чайной горки на ул. Сеченова-Достоевского.  Квартира общей площадью 44 м2 под чистовую отделку,  установлены перегородки,  выполнена штукатурка,  заведены коммуникации. Отопление от крышной газовой котельной. Территория комплекса оборудована детской площадкой,  стоянкой для авто,  зоной отдыха. Есть возможность переоборудовать квартиру в 2 комнатную. В доме два лифта. Рядом остановка общественного транспорта, школа, садик, аптека. До моря 20 мин. ходьбы.
1-комн. кв., 25 м, 2/4 этаж;https://krym.cian.ru/sale/flat/249053462/;2 500 000 ;Республика КрымЯлта городской округАлупкаулица Ленина;До мopя 300 метрoв. Остaнoвкa обществeнного тpанcпoрта в пeшeй доступноcти. Pядом рынок, пpoдуктовые мaгазины, бoльница, школa. Слевa за дoмом рaсположен Милютинский парк, справа  - парк им. Годлевского. До аэропорта Симферополя 1 ч. 30 мин. До Ялты 19 км. Дом монолит, заполнение стен- природный камень - ракушечник, обладающий целебными свойствами. Панорамные окна. Высота потолков 3 м. В квартиру будут заведены электричество, водоснабжение, интернет и телевидение. Стены отштукатурены, на полу стяжка. Самое выгодное вложение Ваших средств, по статистике уже через 12 месяцев строительства, при перепродаже, цена увеличится в два раза. Успешная сдача в аренду как в сезон, так и в межсезонье. Уникальность данного объекта определяет то, что наш застройщик является единственным в Алупке, который строит жилые комплексы в непосредственной близости к морю и пляжу. Ввод 2022 г. Ремонт можно проводить осенью 2021 г. С продвижением строительства будут расти цены!
2-комн. кв., 38 м, 2/2 этаж;https://krym.cian.ru/sale/flat/237139734/;3 200 000 ;Республика КрымЯлтапереулок Ломоносова15;Прoдaм квaртиpу.  Общая плoщадь 38,2 квaдратныx мeтpа. Имeeтся xoзяйcтвeннoе помещeниe (сapай) плoщадью 3 на 4 метра. Koмнаты - двe oднoкомнaтные кваpтиpы, кoторые мoжно cдaвaть.Ровнoe место, рядoм оcтaновкa троллeйбуса, магaзины, пиoнepский паpк. Дo мoря 10-15 минут пешим шагом. Рядом остановка, магазины, рынок, школа!
2-комн. кв., 43 м, 3/4 этаж;https://krym.cian.ru/sale/flat/241386346/;3 100 000 ;Республика КрымЯлта городской округГаспра пгтулица Риекская5;"Продам двух комнатную картиру на третьем этаже, пяти этажного дома (серия ""хрущёвка""), дом построен из инкерманского камня,квартира не угловая. Общая площадь 41.2 м2+балкон 1.5 м2, комнаты не проходные 16.3 м2 и 13 м2, кухня 6.4 м2, совмещенный сан узел 2.7 м2, коридор 3.9 м2. Центральное отопление, газовая плита. Состояние  жилое, установлены новые трубы. Холодильник, машинка-автомат, телевизор-все остаётся после продажи. 
Чистый подъезд с домофоном, ухоженный двор с детской площадкой. До остановки 3 мин хотьбы, в соседних домах магазины, овощная лавка.
До моря 20 мин пешком.
Ипотека не подходит."
1-комн. кв., 32 м, 2/5 этаж;https://krym.cian.ru/sale/flat/238422260/;3 450 000 ;Республика КрымЯлтаулица Красных Партизан9/2;Квартира для молодой семьи, 32м2, теплая уютная, установлены счётчики на воду, газ свет, прописанных нет.развитая инфраструктура , магазины , остановки,  садик, школа рядом. Пишите на вотсапп или вайбе р, если не ответила .  Ипотеку рассматриваем. Торг при просмотре.
1-комн. кв., 26 м, 1/2 этаж;https://krym.cian.ru/sale/flat/231764832/;2 500 000 ;Республика КрымЯлта городской округМассандра пгтулица Туристская6;Продажа квартиры от собственника находимся в Массандровском парке .до моря  по парку 10 мин пешком рядом магазины остановка дет площадка школа ул Туристская 6 нижняя Массандра ипотека не подходит
1-комн. кв., 31 м, 4/5 этаж;https://krym.cian.ru/sale/flat/242421691/;2 650 000 ;Республика КрымЯлта городской округАлупкаулица Западная18;"Предлагаем купить 1- комнатную (малогабаритная) квартиру в Алупке на улице Западная. Квартира расположена на 4 этаже 5-ти этажного дома.

Квартира светлая, с прямым видом на море. 

В квартире городское отопление, бойлер, печка электрическая, душевая кабина. 

В квартире прописанных нет.

Подходит под ипотеку.

Документы готовы к быстрой сделке"
1-комн. кв., 17 м, 2/5 этаж;https://krym.cian.ru/sale/flat/248679812/;1 900 000 ;Республика КрымЯлтаулица Богдановича2;"Продается квартира в Ялте, Общая площадь 17 кв.м. Квартира продается с ремонтом  и мебелью. Сан.узел в коридоре ,душ в коридоре. Расположена в районе домика "" Чехова"""
1-комн. кв., 34 м, 2/5 этаж;https://krym.cian.ru/sale/flat/248617080/;3 150 000 ;Республика КрымЯлтаулица Кирова134;"Предлагаем купить 1-комнатную квартиру в стандартном 5-этажном доме, тип дома палубный. 




Квартира расположена на 2/5эт дома, общая площадь 34м2. 




- В квартире сделан ремонт на кухне и лоджии, сделан фасад, новые стеклопакеты, решетки на окнах. 
- теплый пол на кухне, кондиционер
- центральное отопление, льготный тариф на электроэнергию
- вид на горы и виноградники 
- под домом детская площадка, продуктовый магазин, лавка с фруктами и овощами
- рядом с домом остановка маршруток 6, 17, 8а
- новая дорога с тротуаром и освещением с умеренным уклоном к центру 
- в 10 минутах ходьбы торгово-развлекательный центр Конфетти
- возможна ипотека и материнский капитал"
1-комн. кв., 22,2 м, 2/4 этаж;https://krym.cian.ru/sale/flat/240712668/;2 050 000 ;Республика КрымЯлтаулица Горная1;Продается однокомнатная квартира с мебелью и техникой о.п. 22.2 кв.м., к квартире относится сарай 1.5х2 кв.м., кухня из цельного дерева, индукционная плита с духовкой, бойлер на 100 литров,тихий двор, домофон, остановка транспорта у дома, школа, детский сад и магазины в шаговой доступности, хороший вид на город из окна в кухне. Возможен торг.
1-комн. кв., 31,3 м, 2/5 этаж;https://krym.cian.ru/sale/flat/248278247/;3 150 000 ;Республика КрымЯлтаулица Кирова134;Продается однокомнатная квартира в доме малосемейного палубного типа. Расположена на 2 этаже. Кухня и лоджия в идеальном состоянии, после ремонта, теплые полы, ЦО. Сан узел подготовлен к ремонту, комната тоже требует обновления. На окнах стеклопакеты, открывается вид на горы. Мебель остается по договоренности. По фасаду швы утеплены. Хорошая транспортная развязка, детская площадка, магазины. Рядом развлекательный центр Конфетти. Документы готовы к сделке.
1-комн. кв., 31 м, 4/5 этаж;https://krym.cian.ru/sale/flat/240802687/;2 900 000 ;Республика КрымЯлта городской округФорос пгтулица Космонавтов18;Продам квартиру в курортном посёлке городского типа Форос. Квартира ухожена. Вся мебель и техника остаётся. Осмотр по договорённости. Писать и звонить желательно в WhatsApp так как сам проживаю во Владивостоке (разница 7 часов). Либо оставляйте заявки сам перезвоню. Квартира приватизирована, в собственности. Один хозяин за всё время.
1-комн. кв., 28,5 м, 2/4 этаж;https://krym.cian.ru/sale/flat/232517404/;2 800 000 ;Республика КрымЯлта городской округГаспра пгтшоссе Алупкинское28;Продам 1 ккв в Гаспре напротив сан. Днепр. Общая площадь составляет 28,5 м2. Совмещенный санузел. Установлены металло-пластиковые окна. Квартира в жилом состоянии. Квартира светлая, абсолютно сухая, все окна на южную сторону. Есть возможность установить газовый котел (дом газифицирован). До центральной проходной санатория Днепр 7 минут неспешным шагом! В радиусе 100-150 метров продуктовый магазин, остановки общественного транспорта, детсад, церковь и др. Квартира идеальна для постоянного и сезонного проживания. Так же покупка квартиры напротив санатория Днепр - это выгоднее инвестиции, т.к. квартиры в данном районе очень востребованы для аренды как в сезон, так и в межсезонный период. Никто не живет и не прописан. Документы рос образца готовы. Просмотр в любое время, ключи на руках.
2-комн. кв., 47,6 м, 1/3 этаж;https://krym.cian.ru/sale/flat/229250925/;3 570 000 ;Республика КрымЯлта городской округГаспра пгтшоссе Алупкинское8;"Недвижимость в Крыму. Квартира в Ялте. Продается квартира в Большой Ялте, в пгт. Гаспра, с потрясающим видом на море и на самую известную достопримечательность Крыма- замок Ласточкино гнездо, а также на гору Ай-Петри и Ялтинский горно-лесной заповедник. 
Видовая 2-х комнатная квартира на первом этаже, общей площадью 47,6м2. Кухня-гостиная 28м2, спальня 9,5м2, санузел 4,5м2, балкон 5,6м2. В квартире везде теплые полы, чистовая отделка, установлены счетчики, (5 кВт на квартиру), кондиционер, алюминиевые панорамные окна. В доме автономное отопление, городская канализация, приточно-вытяжная вентиляция, датчики сигнализации, видеокамеры, кабельный интернет, бесплатный wi-fi.
Квартира в новом 3-х этажном клубном доме комфорт-класса, построенном в самом живописном уголке Южного берега Крыма- курортном поселке Гаспра. Жилой комплекс находится на закрытой от посторонних, охраняемой территории, с консьерж-сервисом. На территории комплекса предусмотрены охраняемая парковка, детская площадка, кафе, магазин. Рядом с домом проходит автодорога с остановкой общественного транспорта, также рядом школа, почта, магазины, амбулатория и т.д. К территории жилого комплекса примыкает заповедная зона. Неподалеку находятся : Царская (Солнечная) тропа, любимое место прогулок Царской семьи Романовых, парк Харакс, санатории ""парус"" и ""Днепр"", а также СКК *Пальмира палас*. Приобретая эту квартиру, Вы можете использовать ее не только как место для отдыха и постоянного места жительства, но и как средство дохода сдавая в аренду. Дом введен в эксплуатацию. Все документы в порядке и готовы к продаже."
1-комн. кв., 10 м, 1/2 этаж;https://krym.cian.ru/sale/flat/231181408/;1 100 000 ;Республика КрымЯлта городской округАлупкашоссе Севастопольское28;Студия в двух этажном доме,толщина стен 70 см.Первый этаж имеет отдельный вход в дом где находятся четыре комнаты(студии) и несколько общих подсобных помещений.Статус студии не долевая собственность а выделенная жилая квартира.Мебель,бытовая техника есть.
1-комн. кв., 21 м, 1/2 этаж;https://krym.cian.ru/sale/flat/238715938/;2 850 000 ;Республика КрымЯлтаулица Кирова53;"Продается квартира на Спартаке

Предлагаем к продаже квартиру в районе к-р Спартак, по улице Кирова. Квартира площадью 21 кв.м., санузел совмещенный, имеет автономное отопление ( двухконтурный котел), установлены металло-пластиковые окна. Рядом с домом остановка общественного транспорта, супермаркет ПУД, Пушкинский рынок. До набережной и моря 15 минут ходьбы неспешным шагом."
