название;ссылка;цена;адрес;описание
2-комн. кв., 117 м, 14/14 этаж;https://krym.cian.ru/sale/flat/225892817/;30 362 040 ;Республика КрымЯлтаулица Карла Маркса18А;Лучшее место для жизни и отдыха в городе Ялта. Общая площадь 115 кв.м. (терраса 32 кв.м. и балкон 10 кв.м.)  Панорамное остекление и видовые террасы обеспечат обзорность на всю акваторию Ялты. В квартире выполнен качественный ремонт, террасы вымощены плиткой.  Квартира продается с мебелью и техникой. Жилой Комплекс расположен в непосредственной близости от Набережной Ялты ( 100 метров) и граничит со сквером Некрасова. Все лучшее и самое необходимое рядом с Вашим домом!
2-комн. кв., 114 м, 4/11 этаж;https://krym.cian.ru/sale/flat/240986351/;19 900 000 ;Республика КрымЯлтаулица Володарского;"Продается евродвушка  по низу Ялты, ул. Володарского, 4/11 эт. 
 Квартира расположена в очень удобном и тихом районе, недалеко от приморского парка. До моря, пляжей - 5 минут пешком!  
 Рядом рынок, кинотеатр, магазины, остановки транспорта, поликлиника, банки.
 Общая площадь квартиры 114 кв.м. 
 Состоит из большой кухни-гостиной, просторного зала и спальни. В квартире 2 санузла. 
 Установлен газовый котел (ОАГВ).
 Это идеальная квартира для спокойной жизни или сдачи в аренду.  
 В квартире установлена дорогая, добротная, дубовая кухня с встроенной техникой. Осталось только купить остальную мебель по своему вкусу.
 В подарок  парко-место на 1 машину.
 Цена: 19 900 000 руб."
3-комн. кв., 140 м, 1/15 этаж;https://krym.cian.ru/sale/flat/226354618/;31 880 142 ;Республика КрымЯлтапроезд Парковый6А;"Трехкомнатная квартира в Приморском парке.


Этаж / этажность: 1/15
Общая площадь: 139,8 м.кв.

Жилая площадь: 93,2 м.кв.

  Продажа квартиры в элитном комплексе OMEGA  в Ялте, в Приморском парке,на берегу лазурного теплого моря.
Комплекс OMEGA   один из первых элитных Жилых комплексов, построенных в Приморском парке.

 Квартира с отделкой, мебелью и техникой. Разделена на две изолированные спальни, отдельный кабинет, большую открытую террасу,сауну и кухню-гостиную.
  Здесь  Вы всегда сможете окунуться в гармонию красоты комплекса, природу Ялты, чистого  воздуха Приморского парка и величия Черного моря.
 Уютная квартира предназначена для краткосрочного или длительного проживания.   
  Развитая инфраструктура Приморского парка включает в себя магазины,зоны отдыха, фитнес клубы,рестораны,детские площадки.На территории комплекса расположились :кафе Беседка; многоярусный паркинг, детская площадка с творческая мастерской для детей, фонтан и детский бассейн, прачечная, собственные теннисные корты с детской школой тенниса в 3-х минутах ходьбы.
  На комплексе OMEGA действует круглосуточная система охраны,консьерж, видео наблюдение и система контроля.
Цена 420 000 у.е."
2-комн. кв., 77 м, 8/17 этаж;https://krym.cian.ru/sale/flat/234933062/;39 470 652 ;Республика КрымЯлтанабережная Имени В.И. Ленина4;"Красивая видовая в ЖК Лотос

Продается квартира с дизайнерским ремонтом общей площадью в ЖК Лотос, расположенного в самом ликвидном месте Ялты  в Приморском парке.
Квартира состоит из спальни, кухни столовой, гостиной и ванной комнаты! Терраса с видом на бухту, море, горы имеет площадь 10,5 кв.м.
В квартире абсолютно новый ремонт, никто не жил!
Жилой фонд с пропиской и низкие тарифы на обслуживание.
В 102 метрах от ЖК ""Лотос"" благоустроенные пляжи.
Множество ресторанов, тренажёрный зал, фитнес-центр, СПА, бювет с минеральной водой, кинотеатр, гостиницы, ялтинская набережная, салоны красоты и вся инфраструктура центра города в шаговой доступности!"
3-комн. кв., 122 м, 2/2 этаж;https://krym.cian.ru/sale/flat/238686545/;18 976 275 ;Республика КрымЯлтаулица Чехова2;Предлагаем купить 3-комнатную квартиру с закрытым ухоженным двориком, и возможностью пристройки, в Ялте. Расположена на 2-этаже 2-этажного дома, общая площадь 122 кв. метра, планировка включает: две спальни, большую гостиную  40 кв. метра, кухню  40 кв. метра, просторную ванную комнату. Автономное отопление, централизованное кондиционирование. Квартира с дорогостоящим ремонтом, меблирована, полностью готова к проживанию. Квартира расположена в центре города, в 3 минутах ходьбы от центральной набережной и морского берега.
4-комн. апарт., 137,16 м, 9/10 этаж;https://krym.cian.ru/sale/flat/243739380/;30 286 134 ;Республика КрымЯлтаулица Дражинского48В;"Апартамент с тремя спальнями в новом доме бизнес-класса в 150 м от моря.

Цена НИЖЕ, чем у застройщика!

Близость знаменитого отеля Ялта-Интурист позволит наслаждаться качественной инфраструктурой отеля - рестораны, прогулочные зоны, аквапарк, фитнес и СПА-центры. В трех минутах неспешной прогулки расположен благоустроенный пляжный комплекс, где расположены рестораны, закусочные и детская зона.

Рядом с домом старинный Массандровский парк  лучшее место для утренних пробежек и вечерних прогулок.

До главного променада Ялты можно дойти всего за 20 минут неспешной прогулки по старинным улочкам.

Дом уже построен и сдан в эксплуатацию.

Здесь есть все для вашего КОМФОРТА и БЕЗОПАСНОСТИ:

+ закрытая благоустроенная территория
+ охрана и видеонаблюдение
+ сервисная служба
+ консьерж
+ подземный двухуровневый паркинг
+ детская площадка с мягким безопасным покрытием


Апартамент расположен на 9 VIP этаже (доступ на этаж по чип-ключу).
Высокие потолки - 3,2 м.
Панорамные окна, из которых открывается красивый вид на море и вековые хвойные деревья.

Планировка удобная и функциональная:
+ просторная гостиная совмещенная с кухней-столовой с выходом на террасу
+ три спальни
+ ванная комната и санузел с окном с душем
+ большая гардеробная комната.

Новому владельцу дизайн-проект в ПОДАРОК.

Стоимость продажи - 399 000 $"
4-комн. кв., 137 м, 2/6 этаж;https://krym.cian.ru/sale/flat/240874111/;20 114 851 ;Республика КрымЯлтаулица П. Тольятти;"Продается просторная 4-х комнатная квартира в самом центре Ялты по ул.Пальмира Тольятти. Квартира общей площадью 136м2 расположена на втором этаже пятиэтажного дома. Состоит из: трех изолированных спален (14,6м2/18,5м2/17,5м2), гостинной  36,3м2, кухни 16,8м2, двух сан.узлов и балкона с видом на зеленый двор. В квартире сделан ремонт, установлены кондиционеры. Отопление- котельная крышного типа. ГВС- газ.колонка. Высота потолка 3,1м. Документы РФ. Никто не прописан.
Дом современной постройки (монолит, заполнение ракушняк), стены 60см. В доме и на огороженной, придомовой территории видеонаблюдение. Консьерж. Создано ТСЖ. Очень невысокая оплата коммунальных услуг и квартплата. Также за отдельную плату есть возможность приобрести парко-место в подземном паркинге (30 000$). Дом расположен на тихой, старинной улице. Ровное  место. Вся необходимая инфраструктура в шаговой доступности. До набережной Ялты 4 минуты прогулочным шагом. Очень удобная транспортная развязка.
Цена: 20 400 000 рублей"
2-комн. апарт., 82 м, 5/7 этаж;https://krym.cian.ru/sale/flat/216749280/;19 811 231 ;Республика КрымЯлтаулица Екатерининская3;"Продаются в самом центре Ялтинской набережной 2-х комнатные апартаменты, (спальня, кухня-гостиная, балкон, санузел,) расположен на 5 этаже 7 этажного дома, 82 м2 общей площади. Прекрасный вид на набережную, Ялтинскую бухту, море, горы. Рядом Приморский парк, набережная им. Ленина, пляж, супермаркеты, рынки, удобная транспортная развязка, удобное месторасположение, парковка. В доме своя автономная система отопления, современные материалы, подведенные коммуникации и выгодная цена  всё это суперсовременный жилой комплекс Дом Композитора в самом сердце в Ялты, на берегу Черного моря. Звоните нам, и Вы сделаете первый реальный шаг навстречу своей мечте.
Жилой комплекс Дом Композитора, в котором мы предлагаем Вам купить квартиру, это не только элитное жилье в Ялте, а и перспективное вложение средств в недвижимость ЮБК, которая всегда будет в цене."
3-комн. кв., 120,2 м, 6/10 этаж;https://krym.cian.ru/sale/flat/233793645/;41 368 279 ;Республика КрымЯлтапроезд Парковый2;"Квартира с интересным дизайнерским ремонтом, выполненным со вкусом и любовью! Квартира прекрасно подойдёт для полноценной и комфортной жизни семьи!
Квартира расположена на 6 этаже 10 этажного  дома .Площадь - 120.2кв.м. Планировка квартиры: просторная кухня-гостиная площадью- 38.9 кв.м., две изолированные спальни- 17.8 кв.м., 18 кв.м., терраса  20 кв.м. с панорамным видом на море и парк!

Квартира расположена в элитном комплексе Ялты в приморском парке. Охраняемая территория, видеонаблюдение, детская площадка, кафе, детский бассейн. Статус комплекса - жилой фонд с правом прописки. на территории комплекса есть подземный и 3х уровневый наземный паркинг. Лучший комплекс в Ялте!

Рядом в стометровой зоне находится вся необходимая инфраструктура: фитнесс-центр, спа- центр, ресторан Фабрикант с музыкальными фонтанами , теннисные корты.
Расстояние до моря и прекрасного облагороженного пляжа 2 минуты пешком по парку.
Большой балкон, оборудованный комфортной мебелью, на котором приятно проводить семейные вечера и любоваться видом на море и природу. 

Стоимость 545 000 $"
Своб. планировка, 129,3 м, 4/18 этаж;https://krym.cian.ru/sale/flat/245224796/;27 799 500 ;Республика КрымЯлтаПриморский парк имени Гагарина кв-л9;"ЗАМЕТКИ ИЗ ЖИЗНИ жильцов ЖК ""Зазеркалье"" 

- ""Как часто вы видите море?""
- ""Оно встречает меня утром. Мы вместе завтракаем, потом иду купаться, за обедом
оно играет волнами, по вечерам любуюсь закатом.""
""Такое ощущение, что вы на море всегда.""
""Конечно, ведь море видно из нашего окна."" 

- ""Какой пробег у вашего авто?"" - спросил сосед соседа.
- ""На приборной панели 10 000 км, а по факту все 25. Просто я живу в ЖК ""Зазеркалье"".
У нас даже лифт для автомобилей есть."" 

- ""Лена, у тебя очень красивый загар, а я никогда не успеваю занять шезлонг. Во
сколько же ты приходишь загорать?""
- ""Во сколько хочу"".
- ""Это как?""
- ""Мы же купили квартиру в ЖК ""Зазеркалье"". Там балкон 2,5 метра. Загораю когда хочу. Приходи в гости.""

Это были заметки наших ""зазеркальцев"". Хотите стать их соседями?"
3-комн. кв., 94 м, 1/2 этаж;https://krym.cian.ru/sale/flat/249370221/;16 500 000 ;Республика КрымЯлтаулица Кирова;"Продам 3 ккв ОП 94 м2 1эт 2 дома в центре Ялты ул Кирова с огороженной придомовой территорией - 5 минут без горок набережная
 им Ленина.
Квартира состоит из полноценных 1 ккв ОП 34 м2 и 2 ккв ОП 60 м2 с кухнями и санузлами и отдельными входами.
Состояние квартиры хорошее - позволяет заехать и жить или использовать для сдачи в аренду .
Оборудована необходимой мебелью и техникой .
Центральное водоснабжение ,отопление автономное - в каждой ккв установлены 2-х контурные газовые котлы.
Документы РФ .Готовы к продаже. Цена 220 туе ( по курсу 75- 16,5 млн руб)- расчет желателен в рублях"
4-комн. кв., 137 м, 9/9 этаж;https://krym.cian.ru/sale/flat/238686243/;29 602 989 ;Республика КрымЯлтаулица Дражинского35;Предлагаем к продаже 4-комнатную видовую квартиру в новом клубном доме в шаговой доступности от моря, Массандровского парка и инфраструктуры отеля Ялта-Интурист. Общая площадь 137 кв. метра. Есть готовый дизайн-проект с эргономичной планировкой. По готовому проекту спланировано 3 спальни, кухня-гостиная, два санузла и гардеробная и т. д. Из окон открываются замечательные виды на море и горы. Квартира расположена на 9 VIP этаже 9-этажного нового комплекса. В доме есть лифт, консьерж, сервис, подземный паркинг, зона отдыха с бассейном для жильцов дома. В 100 метрах от комплекса расположен отель Ялта- Интурист, рестораны, прогулочные зоны, аквапарк, фитнес и СПА-центры. В 100 метрах от комплекса находится благоустроенный закрытый пляж гостиницы, где расположен аквариум, рестораны, детская зона, мини-зоопарк, детский клуб. До центральной набережной Ялты 500 метров.
3-комн. кв., 125 м, 3/14 этаж;https://krym.cian.ru/sale/flat/238686268/;21 632 954 ;Республика КрымЯлтаулица Красноармейская11;Предлагаем к продаже просторную 3-комнатную квартиру в новом доме в 5 минутах ходьбы от набережной Ялты. Квартира расположена на 3-этаже 11-этажного монолитного дома. Общая площадь 125 кв. метра, планировка предполагает две спальни с выходами на балконы, большую кухню-гостиную, два санузла, гардеробную. Площадь под отделочные работы, централизованное отопление. Возможно спланировать три отдельные спальни, каждая будет с окнами, без второго света. Удачное расположение дома, абсолютно ровное место, остановка транспорта, рынок, магазины, кафе, школа, поликлиники, в 50 метрах вход в парк с множеством площадок для детей любого возраста. Статус жилой недвижимости возможность прописки. Открытая огороженная парковка под домом, подземный паркинг.
6-комн. кв., 201,3 м, 4/14 этаж;https://krym.cian.ru/sale/flat/238685933/;31 880 142 ;Республика КрымЯлтаулица Гоголя4;"Предлагаем купить две просторные квартиры расположенные по соседству, в современном жилом 16 этажном комплексе, ставшем достопримечательностью города - элитный жилой комплекс 'Шестой элемент"", в Ялте. Расположены на 4 этаже. Квартиры просторные, светлые, имеют одну террасу на двоих, с видом на морской пейзаж и горы. Общая площадь одной - 108,3 кв. метра, второй- 93 кв. метра, имеют статус жилых помещений (есть право прописки). Комплектация квартир: кухня - гостиная, спальня, санузлы, терраса 15,5 кв. метра . Есть возможность объединения двух квартир. Жилой комплекс оснащен системой видео наблюдения за территорией, автономными системами водо- и теплоснабжения. Удобное расположение комплекса позволяет пользоваться и получать удовольствие от отдыха и проживания: пляжи, спа-центры, магазины, Приморский парк, знаменитая Набережная, теннисные корты, рестораны - все в шаговой доступности."
2-комн. кв., 85 м, 11/20 этаж;https://krym.cian.ru/sale/flat/240639138/;49 338 315 ;Республика КрымЯлтанабережная Имени В.И. Ленина4;"Обращаем Ваше особенное внимание - КВАРТИРА С ЛУЧШИМ РЕМОНТОМ И ПОТРЯСАЮЩИМ ВИДОМ В ПРИМОРСКОМ ПАРКЕ Ялты !
Состоит из просторной светлой кухни-гостинной С САМЫМ ПАНОРАМНЫМ ВИДОМ НА МОРЕ ; спальни с выходом на ПРЕКРАСНУЮ ТЕРРАСУ; комнатой со своей гардеробной; прихожей зоны и креативного сан узла ;)

БЕЗУПРЕЧНЫЙ НОВЫЙ ЭКСКЛЮЗИВНЫЙ ДИЗАЙНЕРСКИЙ РЕМОНТ, современный стиль и роскошный комфорт для вас! Дорогая натуральная Мебель и техника! 

Жилой комплекс Лотос в Ялте построен с учетом комфортного безопасного и уединенного жилья. Само здание представляет трилистник, от которого и пришло название комплексу Лотос.

1.ЛУЧШЕЕ МЕСТОРАСПОЛОЖЕНИЕ - ПРИМОРСКИЙ ПАРК!!!
2. ЕВРОПЕЙСКИЕ СТАНДАРТЫ КАЧЕСТВА жилья, уровень комфорта и безопасности - ресепшен, где решаются все проблемы, круглосуточная охрана, видео наблюдение, паркинг, спортзал, собственный ресторан
3. ОТЛИЧНЫЙ ПЛЯЖ в минуте ходьбы по тенистому парку
4. ВСЯ ИНФРАСТРУКТУРА в шаговой доступности:рестораны, SPA-центр с банной культурой всего мира, кабинетами косметологии, массажа; фитнес-клуб, боулинг-клуб, теннисные корты, в 3х- минутах НАБЕРЕЖНАЯ

5 ЖИЛОЙ ФОНД с правом прописки!

Все мыслимые для XXI века удобства дорогих квартир в Ялте!
И вы, покупая, становитесь собственником недвижимости на морском берегу  а это всегда будет иметь цену

ЭТО, ПОЖАЛУЙ, САМОЕ ИНТЕРЕСНОЕ ПРЕДЛОЖЕНИЕ В ПРИМОРСКОМ ПАРКЕ!

85 КВ М"
3-комн. апарт., 124 м, 4/9 этаж;https://krym.cian.ru/sale/flat/216264958/;27 986 210 ;Республика КрымЯлтаулица Екатерининская3;"Продажа просторных апартаментов с классным видом на море и горы в центре набережной Ялты на ул. Екатерининская д.3. 
Общая площадь 124 кв.м., 4й этаж/9ти этажного красивого дома с открытыми террасами возле моря. 
Апартаменты с видом на море, горы и город, состояние - под отделку, свободная планировка. 
2 спальни с выходами на открытые видовые террасы, кухня.
Высота потолка 3.2м, отопление центральное (крышная котельная), система кондиционирования.
В доме просторный холл, панорамный лифт, система видеонаблюдения и охраны, бассейн на крыше!
Отличная инфраструктура: пляж, набережная, кафе, рестораны, тренажерные залы, магазины. 
Подойдет для отдыха и постоянного проживания.
Цена 368/700 ;"
2-комн. апарт., 88 м, 6/9 этаж;https://krym.cian.ru/sale/flat/226714027/;17 790 000 ;Республика КрымЯлтаулица Игнатенко5;"Очень удачно расположена квартира. 
Вид на набережную Ялты и моря.
Полностью вся инфраструктура. 
В доме, ресторан, фитнес клуб, бассейн, ресепшен  и т.д.
Звоните"
2-комн. апарт., 58 м, 4/16 этаж;https://krym.cian.ru/sale/flat/235630904/;21 200 000 ;Республика КрымЯлтаПриморский парк имени Гагарина кв-л2;"Двухкомнатные апартаменты в итальянском стиле, с дизайнерским ремонтом. прихожая, раздельный санузел, кухня-столовая объединенная с гостиной, изолированная спальня, терраса. В апартаментах имеется вся необходимая бытовая техника - 2 кондиционера, 2 плазменных телевизора, электроплита, микроволновая печь, холодильник, посудомоечная машина. Вид из окна на море и парк. Есть балкон с летней мебелью. Окна из высококачественногоэнергосберегающего немецкого профиля SCHUCO. 
Элитный дом с охраной, видео-наблюдением и подземной парковкой. Особенностью ЖК является панорамное остекление. Рядом находятся платные и бесплатные пляжи, теннисные корты, спа-салон, рестораны, бювет с минеральной водой, поющий фонтан. К пляжу не более минуты пешком, к Набережной 3 минуты по парку.
 
Номер лота: 4023712."
3-комн. кв., 121,2 м, 5/8 этаж;https://krym.cian.ru/sale/flat/249162954/;24 870 000 ;Республика КрымЯлтаулица Володарского3;"На продажу выставлена  двухуровневая квартира класса Люкс в Клубном  доме  на Володарского в Ялте.  Находится квартира на первом и втором высоких этажах восьмиэтажного здания. Классический дизайнерский интерьер.  Квартира полностью укомплектована дорогой мебелью и техникой. 
Общая площадь 121,1 квм.  
В квартире автономное отопление и газовая плита. Установлен двухконтурный газовый котел. На  двух уровнях расположены холл, гостиная с зоной для кухни, 2 большие спальни, на каждом из этажей просторный санузел.  
Кухня - столовая полностью меблированная и укомплектованная техникой.  В каждой комнате сплит-система кондиционирования.
Прекрасная квартира с великолепным дизайном и качественной отделкой подойдет как для отдыха, так и для круглогодичного проживания. Городская инфраструктура в пешей доступности. Центральная набережная Ялты в 5 минутах неспешным шагом. Комплекс находится под охраной, консьержная служба.  Одним словом, есть всё необходимое для комфортного проживания в городе Ялта.
Дом введен в эксплуатацию в июне 2020 года.   В квартире никто не жил. Квартира не сдавалась. Документы РФ.  

Если вам необходимо продать или купить дом, квартиру или другую недвижимость на Южном берегу Крыма, то обращайтесь к нам в агентство недвижимости Мой Крым. Профессионально решим поставленные задачи безопасно, конфиденциально и в минимальные сроки."
2-комн. кв., 93 м, 12/14 этаж;https://krym.cian.ru/sale/flat/248831442/;34 157 295 ;Республика КрымЯлтапроезд Парковый6А;"Спешите !
Супер предложение в Элитном комплексе Ялты, в ЖК ""Омега"".
Стильная квартира с дизайнерским ремонтом и потрясающим видом на море, Ялту и горы.
Общая площадь-93 м2, расположена на высоком 12 этаже,укомплектована всем необходимым и полностью готова для проживанию.
Планировка квартиры подбиралась индивидуально для создания общего пространства в ней, состоит из просторной спальни с паноpамным видoм на горы, кухни-гocтиной c выxoдoм нa тeрpасу с потрясающим видом на море и Ялту, комфортной  ванной кoмнaты и гардеpоба.
Изюминкой квартиры является потрясающая панорамная терраса с видом на море, Ялтинскую бухту и  Приморский парк .
Оxраняeмая тeрpитoрия комплекса, видeoнаблюдение, дeтcкая плoщaдка, сезонный детский  бассейн, кафе. 
Статус квартиры - жилой фонд с правом прописки. Коммунальные платежи низкие.
К Набережной Ялты,ресторанам,магазинам и остановкам транспорта пешая доступность .
Стоимость-  450 000 $"
Апартаменты-студия, 57,72 м, 4/7 этаж;https://krym.cian.ru/sale/flat/249399527/;24 096 833 ;Республика КрымЯлтаПриморский парк имени Гагарина кв-л1;"Республика Крым, Ялта, квартал Приморский парк имени Гагарина, 1
Показать на карте
Квартиру можно посмотреть онлайн
Апартамент на первой линии, общей площадью- 52, 72 м2, стоимость-317 460 у.е..

Комплекс с апартаментами GREEN HALL расположен на первои линии Набережнои, в шаговои доступности от моря, в центре Приморского парка , территория которого занимает 2 кв. км и является естественным продолжением Ялтинскои Набережнои.

Площадь апартамента -52,72 кв.м. расположен на 4 этаже и имеет панорамный вид на море, Ялту.

В апартаменте предчистовая отделка, выполнена штукатурка на стенах, стяжка, заведены все коммуникации, установлена входная дверь .

Отопление и горячее водоснабжение предусмотрены от газовой котельной, расположенной на крыше здания.

Фасад - облицован композитными панелями.

Внутренняя отделка помещений предусмотрена только в объеме подготовительных работ:

- штукатурка газобетонных стен и перегородок, затирка поверхностеи монолитных ж/б конструкции, устроиство цементно-песчанои стяжки полов.

-планировка свободная, при этом место расположения санузлов выполняется строго по проекту."
3-комн. кв., 101 м, 1/3 этаж;https://krym.cian.ru/sale/flat/249974807/;17 500 000 ;Республика КрымЯлтапереулок Партизанский;"Продам 3 ккв ОП 101 м2 пер Партизанский 1 этаж 3-х дома  с огороженным двориком ( можно использовать  как
 для авто  парковки так и для зоны отдыха ) .Квартира состоит из просторной кухни переходящую в гостинную 
и двух спален ,совмещенного санузла.Высота потолков 3 м . Квартира чистенькая ,оборудована необходимой мебелью
 и техникой.Автономное  отопление  установлен газовый котел.
Документы готовы к продаже  Цена 230 туе -17,5 млн руб"
3-комн. апарт., 135,2 м, 9/10 этаж;https://krym.cian.ru/sale/flat/215609594/;32 791 003 ;Республика КрымЯлтаулица Дражинского;"Предлагаем купить от собственника  VIP- апартаменты в ЖК Скай Плаза в Ялте возле гостиничного комплекса Ялта-Интурист.
 Дом введен в эксплуатацию. Купля-продажа. Дом бизнес-класса, дом 10-ти этажный, лифт, консьерж сервис, подземный паркинг, видеонаблюдение.
В 150 м. от дома благоустроенные пляжные зоны на выбор Массандровского пляжа, гостиничного комплекса Ялта Интурист, дом граничит с Массандровским парком, можно пользоваться полной инфраструктурой гостиничного комплекса, к городской Набережной 15 минут прогулочным шагом.
Статус квартир  апартаменты.
Общая площадь квартиры  135,2 кв.м., 
Высота потолков  3,2 м.
Панорамное энергосберегающее остекление
Крышная котельная
В квартире 3 изолированные комнаты с панорамными видовыми характеристиками по периметру квартиры  на побережье, Массандровский парк, горы:
Комната 1  12 кв.м. с панорамными окнами на море;
Комната 2  22 кв.м. с видом на горы и Массандровский парк;
Комната 3  22,7 кв.м. с видом на горы и Массандровский парк;
Просторная гостиная комната с выходом на лоджию  44 кв.м.;
В квартире 2 санузла, предусмотрена гардеробная комната;
Квартира продается под отделку, разработан дизайн-проект с ремонтом и расстановкой мебели, можно заказать ремонт под ключ."
3-комн. кв., 107,7 м, 10/14 этаж;https://krym.cian.ru/sale/flat/247239655/;18 272 150 ;Республика КрымЯлтаулица Карла Маркса18А;"Супер предложение-спешите приобрести квартиру в Элитном комплексе Ялты-ЖК Бригантина!!!Предлагаем к продаже 3-комнатную квартиру в респектабельном жилом комплексе Бригантина. Квартира общей площадью 107,7 кв.м., расположена на 10-м этаже 14-ти этажного дома. Квартира свободной планировки, под черновую отделку. На полу выполнена стяжка (черновая), в санузлах произведена гидроизоляция пола, установлены стальные радиаторы и выполнена горизонтальная разводка системы отопления, а также приборы учета тепла. Установлены приборы учета электричества. Установлены приборы учета водоснабжения, смонтирован квартирный пожарный кран. На балконе установлено ограждение и выполнено остекление с энергосберегающим и солнцезащитным покрытием (алюминиевый профиль). Установлены металлические двери с двусторонней обшивкой (противоударные, противопожарные, сертифицированные.) разводка всех телекоммуникаций, интернет. Высота потолков 3 метра.
В доме, где находится квартира, установлены бесшумные скоростные лифты (2 пассажирских и 2 грузовых). Кондиционирование (установлены наружные блоки кондиционеров General, Япония.) Централизованная система управления дома. Автономная газовая котельная (трубопроводы армированные стекловолокном, проложены в стяжке пола в тепловой изоляции.) Установлена пожарная и охранная сигнализация (тепловые, дымовые и ручные извещатели, звуковые устройства.)
Комплекс расположен в 2-х минутах от набережной Ялты. Здесь сосредоточены все достопримечательности города, рестораны, кафе, бутики, аттракционы. Набережная очаровывает своим уютом и теплом. Квартира в ЖК Бригантина  прекрасный вариант, как для постоянного проживания, так и для комфортного отдыха.
Стоимость-18 272 150 руб."
1-комн. кв., 52 м, 10/17 этаж;https://krym.cian.ru/sale/flat/227446735/;19 735 326 ;Республика КрымЯлтанабережная Имени В.И. Ленина4;"Жилой Комплекс ""Лотос"", Крым, г. Ялта, наб. Ленина, 4
Жилой комплекс построен с учетом комфортного, уединенного и безопасного жилья. Проект Здания представляет собой трилистник, который и дал название комплексу Лотос, состоящий из трех объемов переменной этажности и строится с соблюдением всех международных стандартов удобства, безопасности жилого пространства.
Жилой комплекс Лотос находится в Приморском Парке в непосредственной близости от моря, где уже сформирована инфраструктура для полноценного и качественного отдыха, это рестораны, SPA комплекс, 4-х звездочный отель Приморский парк с пляжной зоной. Собственники квартир комплекса Лотос имеют гибкую систему скидок во всех заведениях принадлежащих компании Застройщика. Удобные подъездные пути и наличие инфраструктуры сделает пребывание Ваше и Вашей семьи идеально подходящим как для сезонного, так и для круглогодичного отдыха."
3-комн. кв., 112,8 м, 14/20 этаж;https://krym.cian.ru/sale/flat/243501538/;49 338 315 ;Республика КрымЯлтанабережная Имени В.И. Ленина4;"Квартира с красивым дизайнерским ремонтом в ЖК Лотос
Планировка: спальня, гостиная, кухня столовая, 2 с/у. Выход на террасу со всех комнат. Красивый дорогой ремонт, ручная роспись стен. 
Цена 650 000 дол., с двумя паркингами 750 000 дол."
